ticket_id,customer_id,opened_at,resolved_at,priority,category,satisfaction_score
TICKET-CUST-01117-1,CUST-01117,2026-03-24 00:00:00+00:00,2026-03-25 13:44:10.150143879+00:00,low,training,1.6
TICKET-CUST-01117-2,CUST-01117,2026-03-15 00:00:00+00:00,2026-03-16 06:01:36.432681858+00:00,medium,bug,4.2
TICKET-CUST-01118-0,CUST-01118,2026-02-18 00:00:00+00:00,2026-02-19 19:04:27.471159148+00:00,medium,bug,3.1
TICKET-CUST-01119-0,CUST-01119,2026-03-19 00:00:00+00:00,2026-03-20 09:35:07.737699183+00:00,low,training,1.8
TICKET-CUST-01119-1,CUST-01119,2026-03-26 00:00:00+00:00,2026-03-27 16:30:22.285974322+00:00,medium,training,1.8
TICKET-CUST-01119-2,CUST-01119,2026-02-14 00:00:00+00:00,2026-02-15 03:48:22.352723606+00:00,medium,bug,4.3
TICKET-CUST-01120-0,CUST-01120,2026-04-15 00:00:00+00:00,2026-04-16 22:52:05.141331751+00:00,low,training,2.9
TICKET-CUST-01120-1,CUST-01120,2026-04-10 00:00:00+00:00,2026-04-11 08:47:26.427421109+00:00,medium,bug,3.1
TICKET-CUST-01120-2,CUST-01120,2026-04-17 00:00:00+00:00,2026-04-18 20:57:56.444000922+00:00,high,billing,4.3
TICKET-CUST-01120-3,CUST-01120,2026-02-18 00:00:00+00:00,2026-02-19 18:25:28.617832808+00:00,medium,billing,2.8
TICKET-CUST-01122-0,CUST-01122,2026-02-03 00:00:00+00:00,2026-02-04 11:48:42.022485445+00:00,low,general,3.5
TICKET-CUST-01122-1,CUST-01122,2026-04-20 00:00:00+00:00,2026-04-21 07:01:15.571931736+00:00,medium,billing,5.0
TICKET-CUST-01124-0,CUST-01124,2026-02-07 00:00:00+00:00,2026-02-08 14:41:00.023658728+00:00,low,billing,3.4
TICKET-CUST-01126-0,CUST-01126,2026-03-04 00:00:00+00:00,2026-03-04 21:59:07.052512831+00:00,medium,general,3.7
TICKET-CUST-01126-1,CUST-01126,2026-04-10 00:00:00+00:00,2026-04-11 08:53:14.239021504+00:00,medium,training,3.4
TICKET-CUST-01126-2,CUST-01126,2026-03-17 00:00:00+00:00,2026-03-17 23:48:43.127921432+00:00,low,billing,4.8
TICKET-CUST-01128-0,CUST-01128,2026-02-21 00:00:00+00:00,,low,training,2.9
TICKET-CUST-01128-1,CUST-01128,2026-04-15 00:00:00+00:00,2026-04-16 21:14:46.757044798+00:00,medium,training,2.5
TICKET-CUST-01129-0,CUST-01129,2026-02-22 00:00:00+00:00,2026-02-23 09:07:49.930060491+00:00,medium,billing,1.9
TICKET-CUST-01129-1,CUST-01129,2026-01-24 00:00:00+00:00,2026-01-25 11:43:32.637920615+00:00,low,general,2.6
TICKET-CUST-01129-2,CUST-01129,2026-02-18 00:00:00+00:00,,medium,bug,1.8
TICKET-CUST-01129-3,CUST-01129,2026-02-04 00:00:00+00:00,2026-02-06 01:26:56.283461181+00:00,high,billing,4.8
TICKET-CUST-01130-0,CUST-01130,2026-01-27 00:00:00+00:00,2026-01-28 20:01:23.740110437+00:00,low,general,3.4
TICKET-CUST-01130-1,CUST-01130,2026-02-25 00:00:00+00:00,2026-02-26 12:02:31.615374241+00:00,medium,training,2.7
TICKET-CUST-01130-2,CUST-01130,2026-03-11 00:00:00+00:00,,low,billing,3.5
TICKET-CUST-01130-3,CUST-01130,2026-02-20 00:00:00+00:00,2026-02-21 03:35:54.651945909+00:00,low,billing,4.1
TICKET-CUST-01130-4,CUST-01130,2026-02-13 00:00:00+00:00,2026-02-14 16:16:47.496246300+00:00,medium,general,3.0
TICKET-CUST-01131-0,CUST-01131,2026-03-03 00:00:00+00:00,2026-03-03 19:08:28.575833693+00:00,low,training,3.6
TICKET-CUST-01131-1,CUST-01131,2026-03-14 00:00:00+00:00,,low,training,3.5
TICKET-CUST-01131-2,CUST-01131,2026-03-18 00:00:00+00:00,2026-03-18 18:47:40.430263783+00:00,high,billing,3.1
TICKET-CUST-01131-3,CUST-01131,2026-03-04 00:00:00+00:00,2026-03-05 07:36:01.632464923+00:00,low,general,3.3
TICKET-CUST-01133-0,CUST-01133,2026-03-17 00:00:00+00:00,2026-03-19 01:55:27.293036189+00:00,low,billing,3.3
TICKET-CUST-01133-1,CUST-01133,2026-03-07 00:00:00+00:00,2026-03-08 13:16:57.994431380+00:00,low,bug,3.8
TICKET-CUST-01133-2,CUST-01133,2026-04-14 00:00:00+00:00,2026-04-15 05:53:26.467246828+00:00,low,bug,2.5
TICKET-CUST-01133-3,CUST-01133,2026-02-24 00:00:00+00:00,2026-02-25 03:59:14.094875588+00:00,low,training,3.1
TICKET-CUST-01135-0,CUST-01135,2026-04-07 00:00:00+00:00,2026-04-08 15:32:30.517985452+00:00,low,training,2.5
TICKET-CUST-01136-0,CUST-01136,2026-04-05 00:00:00+00:00,,low,general,3.2
TICKET-CUST-01137-0,CUST-01137,2026-01-26 00:00:00+00:00,,medium,bug,3.7
TICKET-CUST-01137-1,CUST-01137,2026-04-08 00:00:00+00:00,2026-04-09 14:02:50.015407356+00:00,medium,general,3.0
TICKET-CUST-01139-0,CUST-01139,2026-01-26 00:00:00+00:00,2026-01-28 06:47:51.406454770+00:00,medium,general,2.4
TICKET-CUST-01140-0,CUST-01140,2026-02-07 00:00:00+00:00,2026-02-09 11:37:00.286341147+00:00,low,training,2.4
TICKET-CUST-01140-1,CUST-01140,2026-02-20 00:00:00+00:00,2026-02-22 08:13:07.171715195+00:00,high,billing,2.4
TICKET-CUST-01140-2,CUST-01140,2026-04-09 00:00:00+00:00,,low,bug,3.0
TICKET-CUST-01140-3,CUST-01140,2026-03-02 00:00:00+00:00,2026-03-04 14:53:18.954069395+00:00,low,billing,2.2
TICKET-CUST-01140-4,CUST-01140,2026-04-05 00:00:00+00:00,2026-04-06 21:24:32.737108961+00:00,medium,bug,1.9
TICKET-CUST-01141-0,CUST-01141,2026-01-29 00:00:00+00:00,2026-01-29 23:35:04.653288901+00:00,low,general,2.9
TICKET-CUST-01143-0,CUST-01143,2026-03-14 00:00:00+00:00,2026-03-15 22:40:55.691315790+00:00,medium,billing,3.2
TICKET-CUST-01143-1,CUST-01143,2026-02-27 00:00:00+00:00,2026-03-01 06:47:49.771259446+00:00,medium,general,3.3
TICKET-CUST-01147-0,CUST-01147,2026-04-15 00:00:00+00:00,2026-04-16 03:45:06.928752635+00:00,low,billing,3.3
TICKET-CUST-01148-0,CUST-01148,2026-02-25 00:00:00+00:00,2026-02-25 18:01:16.818466092+00:00,low,billing,4.8
TICKET-CUST-01150-0,CUST-01150,2026-02-27 00:00:00+00:00,2026-02-28 16:30:47.383661659+00:00,medium,training,3.4
TICKET-CUST-01150-1,CUST-01150,2026-03-27 00:00:00+00:00,2026-03-28 20:58:03.812265761+00:00,medium,billing,3.5
TICKET-CUST-01154-0,CUST-01154,2026-03-03 00:00:00+00:00,2026-03-04 13:25:53.139771073+00:00,low,billing,3.5
TICKET-CUST-01155-0,CUST-01155,2026-02-01 00:00:00+00:00,2026-02-02 10:59:03.136025146+00:00,low,billing,4.5
TICKET-CUST-01155-1,CUST-01155,2026-02-20 00:00:00+00:00,2026-02-20 21:52:52.958513194+00:00,medium,general,4.3
TICKET-CUST-01155-2,CUST-01155,2026-01-24 00:00:00+00:00,2026-01-25 10:11:56.587893077+00:00,low,general,3.6
TICKET-CUST-01155-3,CUST-01155,2026-02-08 00:00:00+00:00,2026-02-09 12:55:31.587086435+00:00,low,general,4.0
TICKET-CUST-01155-4,CUST-01155,2026-03-01 00:00:00+00:00,2026-03-02 18:42:54.118541974+00:00,high,bug,3.3
TICKET-CUST-01157-0,CUST-01157,2026-02-02 00:00:00+00:00,2026-02-03 10:20:28.500126188+00:00,low,billing,2.2
TICKET-CUST-01159-0,CUST-01159,2026-03-19 00:00:00+00:00,2026-03-20 21:34:44.663319709+00:00,low,billing,2.2
TICKET-CUST-01159-1,CUST-01159,2026-04-08 00:00:00+00:00,2026-04-09 21:34:12.009312109+00:00,medium,general,3.9
TICKET-CUST-01160-0,CUST-01160,2026-02-23 00:00:00+00:00,2026-02-24 04:26:28.611897627+00:00,high,billing,3.1
TICKET-CUST-01161-0,CUST-01161,2026-03-30 00:00:00+00:00,2026-03-31 07:45:33.291037703+00:00,low,training,3.2
TICKET-CUST-01162-0,CUST-01162,2026-02-11 00:00:00+00:00,2026-02-12 10:09:21.343777251+00:00,medium,bug,2.0
TICKET-CUST-01162-1,CUST-01162,2026-02-23 00:00:00+00:00,,low,general,4.0
TICKET-CUST-01163-0,CUST-01163,2026-03-26 00:00:00+00:00,2026-03-26 12:02:45.317077403+00:00,low,billing,4.3
TICKET-CUST-01163-1,CUST-01163,2026-03-25 00:00:00+00:00,2026-03-25 13:02:41.040188921+00:00,high,general,3.9
TICKET-CUST-01167-0,CUST-01167,2026-03-31 00:00:00+00:00,2026-04-01 13:14:00.562310075+00:00,high,training,4.2
TICKET-CUST-01168-0,CUST-01168,2026-04-06 00:00:00+00:00,2026-04-06 11:43:01.712214015+00:00,medium,billing,3.4
TICKET-CUST-01169-0,CUST-01169,2026-04-05 00:00:00+00:00,2026-04-06 23:56:13.353124225+00:00,low,training,2.5
TICKET-CUST-01171-0,CUST-01171,2026-03-18 00:00:00+00:00,2026-03-18 21:24:23.800807249+00:00,low,billing,2.6
TICKET-CUST-01172-0,CUST-01172,2026-03-02 00:00:00+00:00,2026-03-04 10:34:52.343144422+00:00,low,general,2.2
TICKET-CUST-01172-1,CUST-01172,2026-01-23 00:00:00+00:00,2026-01-25 04:15:18.818092646+00:00,medium,billing,3.0
TICKET-CUST-01172-2,CUST-01172,2026-03-10 00:00:00+00:00,2026-03-12 15:12:44.206452172+00:00,medium,general,3.2
TICKET-CUST-01172-3,CUST-01172,2026-02-05 00:00:00+00:00,,low,general,1.0
TICKET-CUST-01173-0,CUST-01173,2026-04-17 00:00:00+00:00,2026-04-18 13:43:06.893723648+00:00,low,bug,2.3
TICKET-CUST-01174-0,CUST-01174,2026-02-04 00:00:00+00:00,2026-02-05 15:11:49.588595073+00:00,low,bug,3.9
TICKET-CUST-01174-1,CUST-01174,2026-04-08 00:00:00+00:00,2026-04-10 01:59:56.005410485+00:00,low,general,2.0
TICKET-CUST-01177-0,CUST-01177,2026-02-25 00:00:00+00:00,2026-02-26 13:47:59.711843041+00:00,high,general,4.2
TICKET-CUST-01178-0,CUST-01178,2026-04-07 00:00:00+00:00,2026-04-07 18:11:01.522732691+00:00,low,training,4.3
TICKET-CUST-01180-0,CUST-01180,2026-04-14 00:00:00+00:00,2026-04-14 19:52:42.168798174+00:00,medium,general,4.4
TICKET-CUST-01180-1,CUST-01180,2026-03-28 00:00:00+00:00,2026-03-29 07:03:39.370713406+00:00,medium,general,3.9
TICKET-CUST-01181-0,CUST-01181,2026-02-07 00:00:00+00:00,2026-02-08 22:55:00.642111751+00:00,low,billing,4.6
TICKET-CUST-01182-0,CUST-01182,2026-02-16 00:00:00+00:00,2026-02-16 18:41:19.186944641+00:00,low,training,4.2
TICKET-CUST-01184-0,CUST-01184,2026-02-14 00:00:00+00:00,,medium,bug,3.6
TICKET-CUST-01184-1,CUST-01184,2026-02-11 00:00:00+00:00,,low,training,2.8
TICKET-CUST-01184-2,CUST-01184,2026-03-23 00:00:00+00:00,2026-03-24 18:46:17.083695341+00:00,medium,bug,4.1
TICKET-CUST-01185-0,CUST-01185,2026-03-20 00:00:00+00:00,2026-03-21 07:29:12.730469451+00:00,low,general,4.2
TICKET-CUST-01186-0,CUST-01186,2026-03-15 00:00:00+00:00,,medium,billing,2.1
TICKET-CUST-01186-1,CUST-01186,2026-04-07 00:00:00+00:00,2026-04-08 11:32:47.699024871+00:00,medium,bug,3.1
TICKET-CUST-01187-0,CUST-01187,2026-02-06 00:00:00+00:00,2026-02-08 01:02:49.390495323+00:00,medium,billing,2.2
TICKET-CUST-01188-0,CUST-01188,2026-02-17 00:00:00+00:00,,medium,billing,3.9
TICKET-CUST-01188-1,CUST-01188,2026-01-25 00:00:00+00:00,2026-01-25 17:35:50.689765217+00:00,low,bug,4.7
TICKET-CUST-01188-2,CUST-01188,2026-03-21 00:00:00+00:00,2026-03-22 07:21:43.337578680+00:00,low,training,3.9
TICKET-CUST-01189-0,CUST-01189,2026-03-31 00:00:00+00:00,2026-03-31 16:38:07.912755981+00:00,medium,general,3.4
TICKET-CUST-01190-0,CUST-01190,2026-01-24 00:00:00+00:00,2026-01-25 04:09:39.740702268+00:00,high,billing,4.1
TICKET-CUST-01190-1,CUST-01190,2026-02-05 00:00:00+00:00,2026-02-06 02:04:11.203433485+00:00,low,training,5.0
TICKET-CUST-01191-0,CUST-01191,2026-02-17 00:00:00+00:00,2026-02-17 08:08:33.091093378+00:00,low,billing,3.0
TICKET-CUST-01192-0,CUST-01192,2026-03-03 00:00:00+00:00,2026-03-04 11:25:08.779235645+00:00,medium,general,2.1
TICKET-CUST-01192-1,CUST-01192,2026-03-30 00:00:00+00:00,2026-03-30 20:57:32.506469052+00:00,low,billing,2.9
TICKET-CUST-01193-0,CUST-01193,2026-01-30 00:00:00+00:00,2026-01-31 00:40:00.356539541+00:00,medium,bug,3.1
TICKET-CUST-01193-1,CUST-01193,2026-03-09 00:00:00+00:00,2026-03-10 17:31:49.030939316+00:00,low,bug,2.9
TICKET-CUST-01193-2,CUST-01193,2026-04-04 00:00:00+00:00,2026-04-05 05:39:03.521846394+00:00,low,training,3.7
TICKET-CUST-01193-3,CUST-01193,2026-03-20 00:00:00+00:00,2026-03-20 23:34:35.722695264+00:00,low,general,3.3
TICKET-CUST-01195-0,CUST-01195,2026-04-17 00:00:00+00:00,2026-04-18 13:51:16.452087329+00:00,high,general,3.9
TICKET-CUST-01195-1,CUST-01195,2026-03-31 00:00:00+00:00,2026-04-01 03:13:46.229369733+00:00,medium,bug,4.3
TICKET-CUST-01195-2,CUST-01195,2026-03-30 00:00:00+00:00,2026-03-31 09:16:23.465514063+00:00,medium,training,4.5
TICKET-CUST-01195-3,CUST-01195,2026-02-06 00:00:00+00:00,2026-02-07 08:39:04.254835102+00:00,medium,bug,2.2
TICKET-CUST-01198-0,CUST-01198,2026-02-24 00:00:00+00:00,2026-02-25 14:19:36.781722495+00:00,low,billing,1.9
TICKET-CUST-01198-1,CUST-01198,2026-02-17 00:00:00+00:00,2026-02-18 20:09:53.081052160+00:00,high,training,4.5
TICKET-CUST-01199-0,CUST-01199,2026-02-05 00:00:00+00:00,2026-02-05 15:17:40.824549285+00:00,medium,billing,3.7
TICKET-CUST-01202-0,CUST-01202,2026-03-10 00:00:00+00:00,2026-03-11 12:47:32.808623987+00:00,medium,bug,3.4
TICKET-CUST-01204-0,CUST-01204,2026-04-02 00:00:00+00:00,2026-04-02 23:51:13.052152984+00:00,low,training,4.4
TICKET-CUST-01204-1,CUST-01204,2026-01-25 00:00:00+00:00,2026-01-25 23:46:19.781142490+00:00,medium,general,4.0
TICKET-CUST-01204-2,CUST-01204,2026-02-05 00:00:00+00:00,2026-02-06 12:10:58.774883550+00:00,low,training,4.6
TICKET-CUST-01206-0,CUST-01206,2026-01-24 00:00:00+00:00,2026-01-26 18:01:17.667518317+00:00,medium,general,2.2
TICKET-CUST-01206-1,CUST-01206,2026-01-23 00:00:00+00:00,2026-01-25 22:29:16.226626186+00:00,low,training,1.4
TICKET-CUST-01206-2,CUST-01206,2026-02-18 00:00:00+00:00,2026-02-20 08:57:07.274279206+00:00,high,training,2.9
TICKET-CUST-01206-3,CUST-01206,2026-02-22 00:00:00+00:00,2026-02-24 15:32:34.409926135+00:00,low,billing,1.0
TICKET-CUST-01207-0,CUST-01207,2026-03-18 00:00:00+00:00,2026-03-19 09:13:05.791379652+00:00,high,general,2.6
TICKET-CUST-01208-0,CUST-01208,2026-03-16 00:00:00+00:00,2026-03-16 12:16:02.413948452+00:00,medium,billing,3.9
TICKET-CUST-01209-0,CUST-01209,2026-03-17 00:00:00+00:00,2026-03-18 03:47:10.604962610+00:00,low,bug,4.0
TICKET-CUST-01209-1,CUST-01209,2026-03-18 00:00:00+00:00,2026-03-19 07:27:38.899886341+00:00,low,billing,3.5
TICKET-CUST-01211-0,CUST-01211,2026-02-15 00:00:00+00:00,2026-02-16 11:53:47.423426664+00:00,low,training,3.5
TICKET-CUST-01212-0,CUST-01212,2026-04-03 00:00:00+00:00,2026-04-04 09:06:16.947559762+00:00,medium,bug,3.8
TICKET-CUST-01213-0,CUST-01213,2026-02-15 00:00:00+00:00,2026-02-15 19:39:46.633876644+00:00,medium,general,4.6
TICKET-CUST-01214-0,CUST-01214,2026-02-08 00:00:00+00:00,2026-02-09 09:18:07.267751116+00:00,low,bug,5.0
TICKET-CUST-01214-1,CUST-01214,2026-04-01 00:00:00+00:00,2026-04-02 13:40:29.669360866+00:00,medium,billing,4.0
TICKET-CUST-01216-0,CUST-01216,2026-04-13 00:00:00+00:00,2026-04-14 07:35:39.613423856+00:00,high,training,3.0
TICKET-CUST-01216-1,CUST-01216,2026-01-31 00:00:00+00:00,2026-02-01 05:33:32.860825326+00:00,low,training,4.0
TICKET-CUST-01217-0,CUST-01217,2026-02-13 00:00:00+00:00,2026-02-14 18:46:00.339031753+00:00,low,bug,4.9
TICKET-CUST-01219-0,CUST-01219,2026-04-14 00:00:00+00:00,2026-04-14 20:30:18.269564782+00:00,low,training,3.6
TICKET-CUST-01220-0,CUST-01220,2026-04-05 00:00:00+00:00,,low,training,3.1
TICKET-CUST-01220-1,CUST-01220,2026-02-21 00:00:00+00:00,2026-02-22 05:59:54.667163350+00:00,medium,general,3.9
TICKET-CUST-01221-0,CUST-01221,2026-02-11 00:00:00+00:00,2026-02-13 05:22:15.147957504+00:00,medium,training,2.4
TICKET-CUST-01221-1,CUST-01221,2026-02-21 00:00:00+00:00,2026-02-23 07:05:49.904533205+00:00,high,billing,3.8
TICKET-CUST-01223-0,CUST-01223,2026-02-09 00:00:00+00:00,2026-02-10 15:48:51.602549788+00:00,low,bug,3.4
TICKET-CUST-01225-0,CUST-01225,2026-02-08 00:00:00+00:00,2026-02-09 19:22:31.012282103+00:00,low,training,3.1
TICKET-CUST-01225-1,CUST-01225,2026-03-13 00:00:00+00:00,2026-03-14 06:21:24.253193434+00:00,low,billing,4.3
TICKET-CUST-01225-2,CUST-01225,2026-03-21 00:00:00+00:00,2026-03-22 04:21:27.642779754+00:00,low,billing,3.1
TICKET-CUST-01225-3,CUST-01225,2026-01-23 00:00:00+00:00,2026-01-23 12:53:59.320934416+00:00,low,training,3.6
TICKET-CUST-01226-0,CUST-01226,2026-01-28 00:00:00+00:00,2026-01-29 07:53:26.414880315+00:00,low,bug,4.0
TICKET-CUST-01226-1,CUST-01226,2026-02-15 00:00:00+00:00,2026-02-15 22:49:46.072621379+00:00,high,bug,2.4
TICKET-CUST-01226-2,CUST-01226,2026-03-23 00:00:00+00:00,,high,general,2.4
TICKET-CUST-01227-0,CUST-01227,2026-02-05 00:00:00+00:00,2026-02-05 11:55:23.847078013+00:00,low,bug,3.3
TICKET-CUST-01228-0,CUST-01228,2026-03-30 00:00:00+00:00,2026-03-30 23:19:41.229169893+00:00,low,bug,2.4
TICKET-CUST-01229-0,CUST-01229,2026-02-08 00:00:00+00:00,2026-02-09 12:22:32.940705841+00:00,medium,general,2.7
TICKET-CUST-01229-1,CUST-01229,2026-03-31 00:00:00+00:00,2026-04-01 22:09:51.445085616+00:00,low,training,3.3
TICKET-CUST-01229-2,CUST-01229,2026-03-25 00:00:00+00:00,2026-03-26 14:59:32.138158002+00:00,high,billing,1.0
TICKET-CUST-01230-0,CUST-01230,2026-03-16 00:00:00+00:00,2026-03-17 14:03:20.075840640+00:00,low,bug,3.6
TICKET-CUST-01231-0,CUST-01231,2026-03-13 00:00:00+00:00,2026-03-15 03:05:27.976239928+00:00,low,billing,2.1
TICKET-CUST-01231-1,CUST-01231,2026-02-07 00:00:00+00:00,,medium,training,1.5
TICKET-CUST-01232-0,CUST-01232,2026-04-17 00:00:00+00:00,2026-04-19 11:48:37.333562820+00:00,medium,general,3.0
TICKET-CUST-01234-0,CUST-01234,2026-01-27 00:00:00+00:00,2026-01-27 02:00:00+00:00,medium,general,3.7
TICKET-CUST-01234-1,CUST-01234,2026-01-30 00:00:00+00:00,2026-01-30 02:54:14.923352313+00:00,low,billing,5.0
TICKET-CUST-01235-0,CUST-01235,2026-02-01 00:00:00+00:00,2026-02-02 23:17:45.597944245+00:00,low,general,2.6
TICKET-CUST-01236-0,CUST-01236,2026-04-03 00:00:00+00:00,2026-04-03 20:48:25.708981678+00:00,low,training,4.3
TICKET-CUST-01238-0,CUST-01238,2026-03-27 00:00:00+00:00,2026-03-27 18:26:16.459706606+00:00,low,general,3.5
TICKET-CUST-01239-0,CUST-01239,2026-04-02 00:00:00+00:00,2026-04-03 08:31:54.284887118+00:00,low,training,3.7
TICKET-CUST-01240-0,CUST-01240,2026-04-15 00:00:00+00:00,,medium,general,3.3
TICKET-CUST-01244-0,CUST-01244,2026-02-06 00:00:00+00:00,2026-02-07 10:34:16.380691711+00:00,low,billing,3.9
TICKET-CUST-01248-0,CUST-01248,2026-02-07 00:00:00+00:00,2026-02-08 10:48:34.885688034+00:00,medium,bug,4.1
TICKET-CUST-01250-0,CUST-01250,2026-03-31 00:00:00+00:00,2026-04-01 01:11:30.657151640+00:00,medium,billing,4.6
TICKET-CUST-01251-0,CUST-01251,2026-02-21 00:00:00+00:00,,low,billing,3.4
TICKET-CUST-01253-0,CUST-01253,2026-04-18 00:00:00+00:00,2026-04-19 18:48:27.710319223+00:00,low,billing,2.4
TICKET-CUST-01255-0,CUST-01255,2026-03-11 00:00:00+00:00,2026-03-12 16:21:46.935075644+00:00,high,training,2.3
TICKET-CUST-01259-0,CUST-01259,2026-03-04 00:00:00+00:00,2026-03-04 19:32:05.703886741+00:00,low,training,3.3
TICKET-CUST-01259-1,CUST-01259,2026-02-23 00:00:00+00:00,2026-02-24 10:55:41.750315440+00:00,low,billing,3.6
TICKET-CUST-01259-2,CUST-01259,2026-03-26 00:00:00+00:00,2026-03-27 10:39:02.738224130+00:00,medium,billing,3.3
TICKET-CUST-01259-3,CUST-01259,2026-02-23 00:00:00+00:00,,high,general,3.3
TICKET-CUST-01261-0,CUST-01261,2026-01-25 00:00:00+00:00,2026-01-26 06:24:25.667969523+00:00,medium,general,4.5
TICKET-CUST-01261-1,CUST-01261,2026-04-09 00:00:00+00:00,2026-04-10 11:07:53.839543844+00:00,medium,bug,4.1
TICKET-CUST-01261-2,CUST-01261,2026-03-31 00:00:00+00:00,2026-04-01 07:53:46.171867061+00:00,medium,bug,3.9
TICKET-CUST-01262-0,CUST-01262,2026-02-12 00:00:00+00:00,2026-02-12 23:49:59.769636520+00:00,low,billing,5.0
TICKET-CUST-01262-1,CUST-01262,2026-03-30 00:00:00+00:00,2026-03-31 21:23:21.370153398+00:00,low,bug,3.6
TICKET-CUST-01263-0,CUST-01263,2026-01-23 00:00:00+00:00,2026-01-25 09:55:26.696688983+00:00,medium,training,2.2
TICKET-CUST-01263-1,CUST-01263,2026-04-01 00:00:00+00:00,2026-04-03 04:15:36.609134697+00:00,medium,training,1.9
TICKET-CUST-01263-2,CUST-01263,2026-02-09 00:00:00+00:00,2026-02-10 14:36:50.042059772+00:00,medium,bug,3.7
TICKET-CUST-01266-0,CUST-01266,2026-03-28 00:00:00+00:00,2026-03-29 21:54:03.265603580+00:00,medium,training,3.6
TICKET-CUST-01267-0,CUST-01267,2026-02-12 00:00:00+00:00,2026-02-13 14:12:02.850810889+00:00,low,billing,4.3
TICKET-CUST-01268-0,CUST-01268,2026-03-21 00:00:00+00:00,2026-03-22 08:00:27.589644055+00:00,high,general,3.4
TICKET-CUST-01268-1,CUST-01268,2026-03-24 00:00:00+00:00,2026-03-25 11:21:44.096569630+00:00,low,general,2.6
TICKET-CUST-01268-2,CUST-01268,2026-03-29 00:00:00+00:00,2026-03-30 07:03:39.136011682+00:00,low,billing,2.5
TICKET-CUST-01270-0,CUST-01270,2026-04-06 00:00:00+00:00,2026-04-06 23:25:42.205828168+00:00,high,billing,2.6
TICKET-CUST-01270-1,CUST-01270,2026-02-19 00:00:00+00:00,2026-02-20 14:55:47.144641984+00:00,high,general,3.1
TICKET-CUST-01270-2,CUST-01270,2026-02-13 00:00:00+00:00,2026-02-14 06:04:36.951646186+00:00,medium,billing,3.1
TICKET-CUST-01271-0,CUST-01271,2026-03-13 00:00:00+00:00,2026-03-14 01:13:48.075915826+00:00,high,billing,3.6
TICKET-CUST-01272-0,CUST-01272,2026-03-25 00:00:00+00:00,2026-03-26 20:31:26.019328573+00:00,high,bug,4.0
TICKET-CUST-01272-1,CUST-01272,2026-03-29 00:00:00+00:00,2026-03-30 07:10:28.831424764+00:00,low,training,4.5
TICKET-CUST-01273-0,CUST-01273,2026-02-22 00:00:00+00:00,2026-02-23 17:36:31.437347655+00:00,medium,training,4.3
TICKET-CUST-01274-0,CUST-01274,2026-04-06 00:00:00+00:00,2026-04-06 13:37:55.724039833+00:00,medium,training,5.0
TICKET-CUST-01278-0,CUST-01278,2026-03-01 00:00:00+00:00,2026-03-02 18:32:49.870627571+00:00,high,general,3.9
TICKET-CUST-01280-0,CUST-01280,2026-03-30 00:00:00+00:00,2026-03-30 15:43:44.375550372+00:00,medium,training,3.8
TICKET-CUST-01281-0,CUST-01281,2026-04-17 00:00:00+00:00,2026-04-18 03:21:33.271485439+00:00,low,training,4.0
TICKET-CUST-01281-1,CUST-01281,2026-03-06 00:00:00+00:00,2026-03-06 20:39:16.136913489+00:00,high,billing,2.1
TICKET-CUST-01282-0,CUST-01282,2026-03-12 00:00:00+00:00,2026-03-13 13:05:14.341030854+00:00,medium,general,3.1
TICKET-CUST-01282-1,CUST-01282,2026-02-26 00:00:00+00:00,2026-02-27 08:46:42.490421037+00:00,medium,bug,1.6
TICKET-CUST-01283-0,CUST-01283,2026-02-25 00:00:00+00:00,2026-02-26 04:39:35.072779750+00:00,low,training,2.7
TICKET-CUST-01283-1,CUST-01283,2026-02-20 00:00:00+00:00,2026-02-20 16:04:24.526499919+00:00,low,general,4.3
TICKET-CUST-01283-2,CUST-01283,2026-04-20 00:00:00+00:00,2026-04-20 07:58:43.699758134+00:00,low,training,5.0
TICKET-CUST-01287-0,CUST-01287,2026-03-01 00:00:00+00:00,2026-03-02 00:25:15.708449227+00:00,low,billing,4.9
TICKET-CUST-01288-0,CUST-01288,2026-03-06 00:00:00+00:00,2026-03-07 09:08:09.038004101+00:00,low,bug,3.0
TICKET-CUST-01288-1,CUST-01288,2026-04-13 00:00:00+00:00,2026-04-14 23:04:27.224304208+00:00,low,training,2.3
TICKET-CUST-01288-2,CUST-01288,2026-03-08 00:00:00+00:00,2026-03-09 06:18:48.531552992+00:00,low,general,4.4
TICKET-CUST-01291-0,CUST-01291,2026-04-19 00:00:00+00:00,2026-04-19 11:08:21.048775282+00:00,medium,training,3.5
TICKET-CUST-01293-0,CUST-01293,2026-03-04 00:00:00+00:00,2026-03-05 08:06:36.015337239+00:00,low,billing,4.8
TICKET-CUST-01294-0,CUST-01294,2026-03-20 00:00:00+00:00,2026-03-20 06:51:24.829526263+00:00,low,training,3.5
TICKET-CUST-01295-0,CUST-01295,2026-04-04 00:00:00+00:00,2026-04-04 22:25:24.261713803+00:00,high,training,3.2
TICKET-CUST-01296-0,CUST-01296,2026-04-16 00:00:00+00:00,2026-04-17 21:44:05.721038603+00:00,low,training,1.8
TICKET-CUST-01296-1,CUST-01296,2026-03-09 00:00:00+00:00,2026-03-10 07:56:02.585912121+00:00,medium,billing,3.2
TICKET-CUST-01296-2,CUST-01296,2026-04-07 00:00:00+00:00,2026-04-08 08:15:53.154516366+00:00,high,billing,1.0
